InteractionNumber,ElapsedTime,SplitTime,missCount
-0.1196777,-0.04990644,0.1800692,14.08335,27.17798,6.225512
-0.09815948,-0.05060557,0.1726995,13.63411,37.81392,4.954688
-0.06891488,-0.05610381,0.1699542,12.56999,43.31867,4.353631
0.03764615,-0.07129443,0.1694967,12.41324,50.58781,2.529935
0.1546525,-0.05828689,0.1777779,8.871152,55.22868,1.046393
0.2713806,-0.06997915,0.1917136,9.266335,56.26678,1.212407
0.3492469,-0.1202796,0.2072364,17.14843,56.9294,1.539225
0.3729929,-0.1550702,0.2156731,22.23229,60.5477,2.622414
0.3340451,-0.1523611,0.1986734,26.69369,64.89128,2.701782
0.280439,-0.1437073,0.1602596,32.44162,71.27474,3.085474
0.2297806,-0.1334063,0.1289223,30.74335,75.73631,2.65838
0.1790745,-0.1258364,0.112268,28.68334,78.45055,3.686636
0.1307686,-0.1070513,0.1016921,23.11799,76.97783,3.016833
0.07767232,-0.07673874,0.08891335,13.83484,74.25605,2.56084
-0.02413599,-0.03781365,0.07006536,359.297,65.63125,358.8335
-0.1267465,-0.01735721,0.06882221,348.9132,48.23714,358.5897
-0.1900618,-0.01281189,0.0666872,345.1002,32.75732,1.067973
-0.2256382,-0.008733854,0.06309646,346.0945,21.4682,1.935972
-0.2648079,-0.006300231,0.05692405,348.9796,358.4048,5.075155
-0.2765561,-0.009097827,0.05540169,350.4538,337.6885,7.479053
-0.2736417,-0.00740106,0.05348809,352.713,321.2914,6.981783
-0.2617777,-0.014194,0.05711599,357.5578,300.1862,4.342873
-0.2550456,-0.02800014,0.05162781,2.972667,282.666,2.36753
-0.2509911,-0.03522871,0.03968204,4.902936,269.9552,1.589596
-0.2511401,-0.03932133,0.03293578,6.037165,265.1797,1.133125
-0.2529457,-0.04006147,0.02762909,5.991988,262.5009,1.686903
-0.2561338,-0.04044507,0.01687051,6.631757,257.3365,2.714054
-0.2578664,-0.04213272,0.0223671,8.562703,261.1642,1.806216
-0.2533152,-0.03312618,0.04517253,5.597493,276.5331,2.342983
-0.2196225,-0.006103698,0.07840016,350.9453,308.7518,3.110988
-0.1934203,0.008098245,0.08428801,343.8364,328.3014,358.3379
-0.1799908,0.01608832,0.07986544,336.759,337.6842,355.6826
-0.1769696,0.004601698,0.08877546,343.6905,347.8842,353.6066
-0.1865802,-0.02116878,0.1086368,0.4224118,348.4922,355.5066
-0.2043625,-0.06786752,0.1266155,22.7574,345.6521,0.1140208
-0.2223067,-0.105761,0.1334147,36.71408,342.8572,4.855431
-0.2578152,-0.1214276,0.1362171,41.20472,331.6722,3.487445
-0.301125,-0.1336903,0.1143714,44.26367,308.2945,357.3254
-0.3370572,-0.1386938,0.07121282,43.85441,274.9713,344.7587
-0.3513876,-0.1296315,0.05255253,38.81734,266.4544,345.5881
-0.3578531,-0.1232482,0.03222185,36.183,258.9741,348.4509
-0.3558941,-0.1191115,0.02953756,37.07127,261.8907,351.7717
-0.3592762,-0.09549304,0.03895456,28.0428,271.1009,357.3093
-0.3564138,-0.03705953,0.05114311,3.174324,281.9792,3.689272
-0.3509281,-0.008539346,0.05159184,346.8811,282.9677,4.434375
-0.3495975,0.002218515,0.05613668,339.9669,284.7991,3.034129
-0.3456703,0.01358678,0.06247324,328.0796,289.6139,1.193796
-0.3433611,0.01852214,0.0646452,325.4458,293.8472,1.739605
-0.3295976,0.02330559,0.07562359,323.1436,304.7262,0.9523715
